CodCurso;NomeCurso;Ano;Periodo;Vinculados;Matriculados;Ingressantes;Diplomados;Evadidos
1481;DESIGN DE PRODUTO;2015;2;214;200;19;0;0
1482;DESIGN VISUAL;2015;2;204;195;18;0;0
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2015;2;107;88;63;0;15
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2015;2;81;66;57;0;15
314;EDUCAÇÃO FÍSICA;2015;2;917;775;105;83;28
315;ENFERMAGEM;2015;2;497;471;45;40;9
526;ENGENHARIA AMBIENTAL;2015;2;181;172;5;11;3
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2015;2;209;154;16;2;17
317;ENGENHARIA CIVIL;2015;2;1137;1069;82;67;17
319;ENGENHARIA DE ALIMENTOS;2015;2;195;165;8;13;15
318;ENGENHARIA DE COMPUTAÇÃO;2015;2;371;340;31;12;15
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2015;2;182;167;2;7;1
909;ENGENHARIA DE ENERGIA;2015;2;151;135;4;1;11
320;ENGENHARIA DE MATERIAIS;2015;2;215;184;6;7;13
321;ENGENHARIA DE MINAS;2015;2;185;157;6;7;21
322;ENGENHARIA DE PRODUÇÃO;2015;2;412;387;34;24;6
323;ENGENHARIA ELÉTRICA;2015;2;532;482;49;29;23
911;ENGENHARIA FÍSICA;2015;2;152;132;3;3;6
1077;ENGENHARIA HÍDRICA;2015;2;92;87;26;0;6
324;ENGENHARIA MECÂNICA;2015;2;812;743;56;40;25
325;ENGENHARIA METALÚRGICA;2015;2;345;280;9;12;21
326;ENGENHARIA QUÍMICA;2015;2;572;545;48;37;14
327;ESTATÍSTICA;2015;2;221;170;12;13;24
328;FARMÁCIA;2015;2;714;593;54;27;53
329;FILOSOFIA;2015;2;453;294;22;10;46
330;FÍSICA;2015;2;569;413;50;26;67
1764;FÍSICA - LICENCIATURA;2015;2;40;39;9;0;0
812;FISIOTERAPIA;2015;2;174;163;1;22;3
730;FONOAUDIOLOGIA;2015;2;136;118;1;20;6
331;GEOGRAFIA;2015;2;518;423;61;15;18
332;GEOLOGIA;2015;2;268;250;8;58;9
333;HISTÓRIA;2015;2;827;658;39;41;52
908;HISTÓRIA DA ARTE;2015;2;147;114;0;6;11
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2015;2;141;116;42;0;10
1489;JORNALISMO;2015;2;208;197;23;0;0
334;LETRAS;2015;2;1096;905;14;52;59
335;MATEMÁTICA;2015;2;561;405;60;18;61
336;MEDICINA;2015;2;890;871;67;59;0
337;MEDICINA VETERINÁRIA;2015;2;596;564;39;39;10
731;MUSEOLOGIA;2015;2;162;131;8;10;9
338;MÚSICA;2015;2;352;306;5;42;10
339;NUTRIÇÃO;2015;2;306;283;26;21;8
340;ODONTOLOGIA;2015;2;617;587;63;33;9
341;PEDAGOGIA;2015;2;596;484;70;38;17
582;PEDAGOGIA - EAD;2015;2;310;245;120;0;50
914;POLÍTICAS PÚBLICAS;2015;2;236;194;3;15;11
342;PSICOLOGIA;2015;2;428;379;29;38;15
343;QUÍMICA;2015;2;705;547;74;22;47
357;RELAÇÕES INTERNACIONAIS;2015;2;276;259;3;42;4
1490;RELAÇÕES PÚBLICAS;2015;2;213;195;23;0;0
806;SAÚDE COLETIVA;2015;2;265;218;27;24;10
907;SERVIÇO SOCIAL;2015;2;153;133;1;3;6
302;TEATRO;2015;2;210;170;0;26;11
1071;ZOOTECNIA;2015;2;171;143;24;0;5
298;ADMINISTRAÇÃO;2016;1;1831;1592;149;60;68
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2016;1;103;90;39;0;6
299;AGRONOMIA;2016;1;532;484;51;23;18
300;ARQUITETURA E URBANISMO;2016;1;666;626;57;28;23
301;ARQUIVOLOGIA;2016;1;192;163;23;8;12
303;ARTES VISUAIS;2016;1;654;521;103;3;26
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2016;1;189;185;0;0;8
304;BIBLIOTECONOMIA;2016;1;404;333;43;22;22
361;BIOMEDICINA;2016;1;160;152;30;0;4
910;BIOTECNOLOGIA;2016;1;136;122;29;3;12
305;CIÊNCIA DA COMPUTAÇÃO;2016;1;728;622;94;16;39
306;CIÊNCIAS ATUARIAIS;2016;1;286;224;46;12;24
307;CIÊNCIAS BIOLÓGICAS;2016;1;635;566;65;17;25
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2016;1;78;72;0;1;4
308;CIÊNCIAS CONTÁBEIS;2016;1;858;735;92;56;47
309;CIÊNCIAS ECONÔMICAS;2016;1;883;741;95;18;59
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2016;1;1578;1499;150;4;24
312;CIÊNCIAS SOCIAIS;2016;1;1144;855;159;21;80
313;COMUNICAÇÃO SOCIAL;2016;1;324;289;27;52;21
805;DANÇA;2016;1;179;148;31;2;13
524;DESIGN;2016;1;30;9;0;0;30
1481;DESIGN DE PRODUTO;2016;1;237;213;23;5;0
1482;DESIGN VISUAL;2016;1;228;218;24;4;0
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2016;1;92;70;0;0;16
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2016;1;66;40;0;0;18
314;EDUCAÇÃO FÍSICA;2016;1;942;815;121;43;33
315;ENFERMAGEM;2016;1;501;477;53;50;11
526;ENGENHARIA AMBIENTAL;2016;1;201;190;34;8;9
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2016;1;216;163;26;0;19
317;ENGENHARIA CIVIL;2016;1;1131;1071;78;57;30
319;ENGENHARIA DE ALIMENTOS;2016;1;197;160;30;0;19
318;ENGENHARIA DE COMPUTAÇÃO;2016;1;393;359;49;13;24
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2016;1;209;192;35;1;12
909;ENGENHARIA DE ENERGIA;2016;1;172;157;33;1;9
320;ENGENHARIA DE MATERIAIS;2016;1;224;199;29;6;17
321;ENGENHARIA DE MINAS;2016;1;186;169;29;1;12
322;ENGENHARIA DE PRODUÇÃO;2016;1;417;397;35;16;8
323;ENGENHARIA ELÉTRICA;2016;1;524;480;44;17;21
911;ENGENHARIA FÍSICA;2016;1;176;154;33;1;13
1077;ENGENHARIA HÍDRICA;2016;1;92;87;6;0;5
324;ENGENHARIA MECÂNICA;2016;1;817;757;70;31;25
325;ENGENHARIA METALÚRGICA;2016;1;370;306;58;7;45
326;ENGENHARIA QUÍMICA;2016;1;584;551;63;25;28
327;ESTATÍSTICA;2016;1;225;182;41;8;17
328;FARMÁCIA;2016;1;696;597;62;36;45
329;FILOSOFIA;2016;1;490;351;93;3;49
330;FÍSICA;2016;1;574;434;98;8;59
1764;FÍSICA - LICENCIATURA;2016;1;51;49;11;0;0
812;FISIOTERAPIA;2016;1;177;171;28;0;3
730;FONOAUDIOLOGIA;2016;1;139;123;29;0;5
331;GEOGRAFIA;2016;1;534;439;49;22;36
332;GEOLOGIA;2016;1;236;225;35;0;4
333;HISTÓRIA;2016;1;886;722;130;16;56
908;HISTÓRIA DA ARTE;2016;1;156;130;26;1;6
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2016;1;162;142;31;0;17
1489;JORNALISMO;2016;1;232;220;24;0;0
334;LETRAS;2016;1;1211;1036;226;62;68
335;MATEMÁTICA;2016;1;576;421;94;15;66
336;MEDICINA;2016;1;901;875;70;57;0
337;MEDICINA VETERINÁRIA;2016;1;606;568;59;24;11
731;MUSEOLOGIA;2016;1;167;132;24;6;13
338;MÚSICA;2016;1;363;324;63;7;14
339;NUTRIÇÃO;2016;1;320;294;43;26;12
340;ODONTOLOGIA;2016;1;625;590;50;39;21
341;PEDAGOGIA;2016;1;622;505;81;36;37
582;PEDAGOGIA - EAD;2016;1;260;215;0;0;0
914;POLÍTICAS PÚBLICAS;2016;1;246;204;36;1;14
342;PSICOLOGIA;2016;1;413;377;38;16;11
343;QUÍMICA;2016;1;704;546;68;11;78
357;RELAÇÕES INTERNACIONAIS;2016;1;289;273;59;7;5
1490;RELAÇÕES PÚBLICAS;2016;1;241;221;28;0;1
806;SAÚDE COLETIVA;2016;1;263;213;32;9;15
907;SERVIÇO SOCIAL;2016;1;172;156;28;15;6
302;TEATRO;2016;1;209;182;36;0;8
1071;ZOOTECNIA;2016;1;201;162;35;0;12
298;ADMINISTRAÇÃO;2016;2;1845;1620;142;104;83
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2016;2;138;120;41;0;6
299;AGRONOMIA;2016;2;537;483;46;35;15
300;ARQUITETURA E URBANISMO;2016;2;670;625;55;51;19
301;ARQUIVOLOGIA;2016;2;179;143;7;7;15
303;ARTES VISUAIS;2016;2;631;497;6;47;41
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2016;2;182;178;1;0;10
304;BIBLIOTECONOMIA;2016;2;392;331;32;33;24
361;BIOMEDICINA;2016;2;162;153;6;21;7
910;BIOTECNOLOGIA;2016;2;126;105;5;19;11
305;CIÊNCIA DA COMPUTAÇÃO;2016;2;716;615;43;45;52
306;CIÊNCIAS ATUARIAIS;2016;2;260;206;10;19;25
307;CIÊNCIAS BIOLÓGICAS;2016;2;674;609;81;55;35
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2016;2;88;86;15;14;0
308;CIÊNCIAS CONTÁBEIS;2016;2;839;728;84;48;39
309;CIÊNCIAS ECONÔMICAS;2016;2;905;770;99;62;55
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2016;2;1741;1662;191;110;32
312;CIÊNCIAS SOCIAIS;2016;2;1133;852;86;42;120
313;COMUNICAÇÃO SOCIAL;2016;2;278;255;27;23;10
805;DANÇA;2016;2;171;140;7;14;14
1481;DESIGN DE PRODUTO;2016;2;257;216;25;9;16
1482;DESIGN VISUAL;2016;2;250;232;26;13;5
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2016;2;145;133;69;0;5
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2016;2;114;104;66;0;4
314;EDUCAÇÃO FÍSICA;2016;2;1000;862;120;75;45
315;ENFERMAGEM;2016;2;485;450;45;36;11
526;ENGENHARIA AMBIENTAL;2016;2;198;186;14;9;8
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2016;2;216;158;19;9;23
317;ENGENHARIA CIVIL;2016;2;1136;1064;92;86;41
319;ENGENHARIA DE ALIMENTOS;2016;2;199;172;21;16;21
318;ENGENHARIA DE COMPUTAÇÃO;2016;2;400;361;44;16;24
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2016;2;206;185;10;5;15
909;ENGENHARIA DE ENERGIA;2016;2;166;154;4;8;11
320;ENGENHARIA DE MATERIAIS;2016;2;215;186;14;13;21
321;ENGENHARIA DE MINAS;2016;2;184;163;11;7;16
322;ENGENHARIA DE PRODUÇÃO;2016;2;432;398;39;31;11
323;ENGENHARIA ELÉTRICA;2016;2;539;495;53;30;21
911;ENGENHARIA FÍSICA;2016;2;171;149;9;14;14
1077;ENGENHARIA HÍDRICA;2016;2;110;102;23;0;4
324;ENGENHARIA MECÂNICA;2016;2;821;758;60;48;33
325;ENGENHARIA METALÚRGICA;2016;2;346;290;28;16;44
326;ENGENHARIA QUÍMICA;2016;2;583;550;52;34;23
327;ESTATÍSTICA;2016;2;204;161;4;14;26
328;FARMÁCIA;2016;2;674;593;59;28;37
329;FILOSOFIA;2016;2;465;313;27;12;79
330;FÍSICA;2016;2;541;407;34;22;105
1764;FÍSICA - LICENCIATURA;2016;2;62;57;11;0;0
812;FISIOTERAPIA;2016;2;177;170;3;20;3
730;FONOAUDIOLOGIA;2016;2;142;129;8;14;2
331;GEOGRAFIA;2016;2;537;448;57;29;32
332;GEOLOGIA;2016;2;239;227;7;35;9
333;HISTÓRIA;2016;2;870;706;50;43;58
908;HISTÓRIA DA ARTE;2016;2;168;140;19;9;7
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2016;2;148;118;3;0;16
1489;JORNALISMO;2016;2;256;239;24;26;6
334;LETRAS;2016;2;1113;951;32;73;62
335;MATEMÁTICA;2016;2;593;443;98;5;89
336;MEDICINA;2016;2;909;895;65;77;3
337;MEDICINA VETERINÁRIA;2016;2;623;592;52;36;12
731;MUSEOLOGIA;2016;2;159;133;11;3;11
338;MÚSICA;2016;2;353;311;11;38;11
339;NUTRIÇÃO;2016;2;311;287;29;28;8
340;ODONTOLOGIA;2016;2;630;598;65;54;16
341;PEDAGOGIA;2016;2;604;483;55;44;50
582;PEDAGOGIA - EAD;2016;2;260;215;0;0;0
914;POLÍTICAS PÚBLICAS;2016;2;240;202;9;16;13
342;PSICOLOGIA;2016;2;420;384;34;28;10
343;QUÍMICA;2016;2;720;580;105;36;53
357;RELAÇÕES INTERNACIONAIS;2016;2;281;261;4;39;11
1490;RELAÇÕES PÚBLICAS;2016;2;266;243;26;14;7
806;SAÚDE COLETIVA;2016;2;264;209;25;20;20
907;SERVIÇO SOCIAL;2016;2;158;143;7;14;9
302;TEATRO;2016;2;222;188;21;15;8
1071;ZOOTECNIA;2016;2;213;175;24;2;20
298;ADMINISTRAÇÃO;2017;1;1796;1552;138;91;97
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2017;1;175;158;43;0;11
299;AGRONOMIA;2017;1;533;477;46;40;29
300;ARQUITETURA E URBANISMO;2017;1;652;617;52;48;10
301;ARQUIVOLOGIA;2017;1;182;149;25;3;13
303;ARTES VISUAIS;2017;1;650;539;107;2;66
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2017;1;173;173;1;0;3
304;BIBLIOTECONOMIA;2017;1;366;303;31;14;25
361;BIOMEDICINA;2017;1;172;166;38;2;4
910;BIOTECNOLOGIA;2017;1;127;108;31;0;9
305;CIÊNCIA DA COMPUTAÇÃO;2017;1;711;622;92;23;36
306;CIÊNCIAS ATUARIAIS;2017;1;265;219;49;13;17
307;CIÊNCIAS BIOLÓGICAS;2017;1;640;569;51;26;30
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2017;1;74;70;0;3;1
308;CIÊNCIAS CONTÁBEIS;2017;1;845;755;93;53;26
309;CIÊNCIAS ECONÔMICAS;2017;1;877;762;89;38;41
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2017;1;1732;1659;133;76;31
312;CIÊNCIAS SOCIAIS;2017;1;1146;866;170;21;130
313;COMUNICAÇÃO SOCIAL;2017;1;271;241;26;15;11
805;DANÇA;2017;1;193;171;50;1;14
1481;DESIGN DE PRODUTO;2017;1;255;224;23;7;15
1482;DESIGN VISUAL;2017;1;249;227;17;8;9
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2017;1;140;110;0;0;26
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2017;1;110;79;0;0;18
314;EDUCAÇÃO FÍSICA;2017;1;1017;858;102;56;55
315;ENFERMAGEM;2017;1;480;448;42;5;16
526;ENGENHARIA AMBIENTAL;2017;1;217;203;36;3;9
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2017;1;209;157;25;2;25
317;ENGENHARIA CIVIL;2017;1;1091;1015;82;73;38
319;ENGENHARIA DE ALIMENTOS;2017;1;200;173;38;0;14
318;ENGENHARIA DE COMPUTAÇÃO;2017;1;411;376;51;12;18
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2017;1;229;208;43;3;12
909;ENGENHARIA DE ENERGIA;2017;1;179;171;32;3;3
320;ENGENHARIA DE MATERIAIS;2017;1;221;200;40;5;19
321;ENGENHARIA DE MINAS;2017;1;190;175;29;12;12
322;ENGENHARIA DE PRODUÇÃO;2017;1;428;390;38;25;15
323;ENGENHARIA ELÉTRICA;2017;1;541;494;53;26;29
911;ENGENHARIA FÍSICA;2017;1;182;160;39;2;9
1077;ENGENHARIA HÍDRICA;2017;1;107;96;1;0;11
324;ENGENHARIA MECÂNICA;2017;1;803;743;63;44;34
325;ENGENHARIA METALÚRGICA;2017;1;361;306;75;4;39
326;ENGENHARIA QUÍMICA;2017;1;592;558;66;17;25
327;ESTATÍSTICA;2017;1;199;161;35;6;18
328;FARMÁCIA;2017;1;658;574;49;46;42
329;FILOSOFIA;2017;1;439;328;65;5;51
330;FÍSICA;2017;1;536;443;122;11;76
1764;FÍSICA - LICENCIATURA;2017;1;86;82;24;0;0
812;FISIOTERAPIA;2017;1;186;180;32;1;3
730;FONOAUDIOLOGIA;2017;1;154;139;28;0;15
331;GEOGRAFIA;2017;1;533;441;53;16;47
332;GEOLOGIA;2017;1;241;227;46;0;7
333;HISTÓRIA;2017;1;917;726;124;15;85
908;HISTÓRIA DA ARTE;2017;1;187;153;35;0;14
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2017;1;168;137;36;10;16
1489;JORNALISMO;2017;1;248;233;24;8;5
334;LETRAS;2017;1;1219;1048;241;46;75
335;MATEMÁTICA;2017;1;583;437;84;9;81
336;MEDICINA;2017;1;902;891;73;64;1
337;MEDICINA VETERINÁRIA;2017;1;634;606;59;31;10
731;MUSEOLOGIA;2017;1;170;141;25;4;13
338;MÚSICA;2017;1;378;332;74;7;19
339;NUTRIÇÃO;2017;1;315;284;40;25;12
340;ODONTOLOGIA;2017;1;600;565;40;39;21
341;PEDAGOGIA;2017;1;565;477;55;35;37
582;PEDAGOGIA - EAD;2017;1;260;200;0;0;0
914;POLÍTICAS PÚBLICAS;2017;1;254;213;43;4;21
342;PSICOLOGIA;2017;1;426;389;44;18;13
343;QUÍMICA;2017;1;705;571;74;8;68
357;RELAÇÕES INTERNACIONAIS;2017;1;292;272;61;6;8
1490;RELAÇÕES PÚBLICAS;2017;1;268;241;23;12;6
806;SAÚDE COLETIVA;2017;1;251;194;27;13;31
907;SERVIÇO SOCIAL;2017;1;172;154;37;9;6
302;TEATRO;2017;1;235;199;36;2;12
1071;ZOOTECNIA;2017;1;216;183;25;2;20
298;ADMINISTRAÇÃO;2017;2;1751;1504;143;129;84
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2017;2;207;178;43;1;11
299;AGRONOMIA;2017;2;506;445;42;39;27
300;ARQUITETURA E URBANISMO;2017;2;647;607;53;41;26
301;ARQUIVOLOGIA;2017;2;171;134;5;11;10
303;ARTES VISUAIS;2017;2;597;487;15;53;44
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2017;2;170;170;0;159;1
304;BIBLIOTECONOMIA;2017;2;361;303;34;36;26
361;BIOMEDICINA;2017;2;168;159;2;21;5
910;BIOTECNOLOGIA;2017;2;118;97;0;16;11
305;CIÊNCIA DA COMPUTAÇÃO;2017;2;690;611;38;30;30
306;CIÊNCIAS ATUARIAIS;2017;2;247;196;12;12;18
307;CIÊNCIAS BIOLÓGICAS;2017;2;634;580;47;68;32
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2017;2;126;121;56;4;1
308;CIÊNCIAS CONTÁBEIS;2017;2;838;717;72;61;43
309;CIÊNCIAS ECONÔMICAS;2017;2;875;763;77;64;54
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2017;2;1821;1726;196;140;29
312;CIÊNCIAS SOCIAIS;2017;2;1031;781;35;40;111
313;COMUNICAÇÃO SOCIAL;2017;2;269;254;24;23;7
805;DANÇA;2017;2;178;158;0;15;9
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2017;2;1;1;1;0;0
1481;DESIGN DE PRODUTO;2017;2;256;227;23;12;11
1482;DESIGN VISUAL;2017;2;252;231;20;17;11
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2017;2;114;98;0;0;12
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2017;2;92;74;0;0;12
314;EDUCAÇÃO FÍSICA;2017;2;1037;881;98;69;66
315;ENFERMAGEM;2017;2;507;481;48;39;5
526;ENGENHARIA AMBIENTAL;2017;2;206;190;1;17;13
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2017;2;190;152;8;15;18
317;ENGENHARIA CIVIL;2017;2;1063;991;83;56;38
319;ENGENHARIA DE ALIMENTOS;2017;2;197;170;11;14;12
318;ENGENHARIA DE COMPUTAÇÃO;2017;2;414;375;33;13;23
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2017;2;221;199;7;17;15
909;ENGENHARIA DE ENERGIA;2017;2;179;165;6;1;4
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2017;2;6;6;6;0;0
320;ENGENHARIA DE MATERIAIS;2017;2;202;180;5;11;16
321;ENGENHARIA DE MINAS;2017;2;173;155;7;5;11
322;ENGENHARIA DE PRODUÇÃO;2017;2;427;393;39;32;15
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2017;2;1;1;1;0;0
323;ENGENHARIA ELÉTRICA;2017;2;528;488;42;24;23
911;ENGENHARIA FÍSICA;2017;2;172;149;1;7;14
1077;ENGENHARIA HÍDRICA;2017;2;123;107;27;2;11
324;ENGENHARIA MECÂNICA;2017;2;785;735;60;44;21
325;ENGENHARIA METALÚRGICA;2017;2;338;281;20;13;38
326;ENGENHARIA QUÍMICA;2017;2;605;561;55;46;27
327;ESTATÍSTICA;2017;2;178;145;3;13;22
328;FARMÁCIA;2017;2;626;568;56;39;25
329;FILOSOFIA;2017;2;421;325;38;9;53
330;FÍSICA;2017;2;477;364;28;24;89
1764;FÍSICA - LICENCIATURA;2017;2;111;105;25;0;0
812;FISIOTERAPIA;2017;2;184;169;2;31;5
730;FONOAUDIOLOGIA;2017;2;139;126;0;24;6
331;GEOGRAFIA;2017;2;509;428;33;28;32
332;GEOLOGIA;2017;2;234;219;0;30;9
333;HISTÓRIA;2017;2;854;674;34;47;59
908;HISTÓRIA DA ARTE;2017;2;174;142;1;12;13
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2017;2;151;118;9;24;14
1489;JORNALISMO;2017;2;256;232;21;41;5
334;LETRAS;2017;2;1117;936;19;65;74
335;MATEMÁTICA;2017;2;561;458;68;24;71
336;MEDICINA;2017;2;907;896;70;69;4
337;MEDICINA VETERINÁRIA;2017;2;644;615;51;47;15
731;MUSEOLOGIA;2017;2;154;124;1;10;15
338;MÚSICA;2017;2;354;312;2;38;10
339;NUTRIÇÃO;2017;2;308;282;30;33;9
340;ODONTOLOGIA;2017;2;605;583;65;59;6
341;PEDAGOGIA;2017;2;553;476;60;33;36
582;PEDAGOGIA - EAD;2017;2;260;194;0;0;1
914;POLÍTICAS PÚBLICAS;2017;2;233;190;4;15;22
342;PSICOLOGIA;2017;2;430;404;35;37;15
343;QUÍMICA;2017;2;731;580;102;35;79
357;RELAÇÕES INTERNACIONAIS;2017;2;280;260;2;37;5
1490;RELAÇÕES PÚBLICAS;2017;2;275;248;25;41;7
806;SAÚDE COLETIVA;2017;2;246;209;39;15;25
907;SERVIÇO SOCIAL;2017;2;163;142;6;5;3
302;TEATRO;2017;2;231;190;10;13;14
1071;ZOOTECNIA;2017;2;220;187;26;6;14
298;ADMINISTRAÇÃO;2018;1;1658;1461;120;91;68
1350;ADMINISTRAÇÃO PÚBLICA E SOCIAL;2018;1;239;208;44;0;28
299;AGRONOMIA;2018;1;482;443;42;12;10
300;ARQUITETURA E URBANISMO;2018;1;624;579;44;53;16
301;ARQUIVOLOGIA;2018;1;175;147;25;1;12
303;ARTES VISUAIS;2018;1;620;530;104;3;38
1289;BACHARELADO EM DESENVOLVIMENTO RURAL - EAD;2018;1;337;335;327;5;6
304;BIBLIOTECONOMIA;2018;1;329;289;30;28;14
361;BIOMEDICINA;2018;1;168;160;26;0;5
910;BIOTECNOLOGIA;2018;1;113;98;22;4;9
305;CIÊNCIA DA COMPUTAÇÃO;2018;1;695;624;65;19;30
306;CIÊNCIAS ATUARIAIS;2018;1;267;226;50;10;23
307;CIÊNCIAS BIOLÓGICAS;2018;1;587;538;50;27;25
585;CIÊNCIAS BIOLÓGICAS - CECLIMAR;2018;1;154;144;33;1;2
308;CIÊNCIAS CONTÁBEIS;2018;1;797;713;63;62;32
1600;CIÊNCIAS DA NATUREZA PARA OS ANOS FINAIS DO ENSINO FUNDAMENTAL - EAD;2018;1;263;263;263;0;11
309;CIÊNCIAS ECONÔMICAS;2018;1;817;723;60;40;43
310;CIÊNCIAS JURÍDICAS E SOCIAIS;2018;1;1777;1679;125;118;26
312;CIÊNCIAS SOCIAIS;2018;1;1053;840;168;26;86
313;COMUNICAÇÃO SOCIAL;2018;1;259;241;20;15;6
805;DANÇA;2018;1;195;171;41;2;6
1549;DESENVOLVIMENTO REGIONAL - LITORAL NORTE;2018;1;4;3;3;0;1
1481;DESIGN DE PRODUTO;2018;1;252;223;19;2;15
1482;DESIGN VISUAL;2018;1;238;214;14;7;10
1330;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - LITORAL;2018;1;102;89;0;17;15
1336;EDUCAÇÃO DO CAMPO - CIÊNCIAS DA NATUREZA - PORTO ALEGRE;2018;1;80;71;0;6;6
314;EDUCAÇÃO FÍSICA;2018;1;1029;905;89;54;39
315;ENFERMAGEM;2018;1;505;474;42;34;14
526;ENGENHARIA AMBIENTAL;2018;1;206;193;31;5;12
316;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA;2018;1;184;145;27;4;16
317;ENGENHARIA CIVIL;2018;1;1038;978;69;47;24
319;ENGENHARIA DE ALIMENTOS;2018;1;214;182;43;1;13
318;ENGENHARIA DE COMPUTAÇÃO;2018;1;414;377;36;11;14
714;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;2018;1;221;199;32;5;11
909;ENGENHARIA DE ENERGIA;2018;1;204;191;30;5;6
1557;ENGENHARIA DE GESTÃO DE ENERGIA - LITORAL NORTE;2018;1;14;14;8;0;0
320;ENGENHARIA DE MATERIAIS;2018;1;211;196;36;9;7
321;ENGENHARIA DE MINAS;2018;1;183;162;26;8;18
322;ENGENHARIA DE PRODUÇÃO;2018;1;413;383;33;22;13
1554;ENGENHARIA DE SERVIÇOS - LITORAL NORTE;2018;1;7;7;6;0;0
323;ENGENHARIA ELÉTRICA;2018;1;512;464;31;15;30
911;ENGENHARIA FÍSICA;2018;1;180;164;29;2;12
1077;ENGENHARIA HÍDRICA;2018;1;111;101;1;1;5
324;ENGENHARIA MECÂNICA;2018;1;775;706;55;43;31
325;ENGENHARIA METALÚRGICA;2018;1;349;286;62;11;42
326;ENGENHARIA QUÍMICA;2018;1;592;549;60;28;24
327;ESTATÍSTICA;2018;1;175;150;32;4;15
328;FARMÁCIA;2018;1;612;548;50;28;36
329;FILOSOFIA;2018;1;429;336;70;5;41
330;FÍSICA;2018;1;458;387;94;17;40
1764;FÍSICA - LICENCIATURA;2018;1;131;123;20;0;0
812;FISIOTERAPIA;2018;1;176;165;28;1;4
730;FONOAUDIOLOGIA;2018;1;141;129;32;0;7
331;GEOGRAFIA;2018;1;495;422;44;17;26
1548;GEOGRAFIA - LITORAL NORTE;2018;1;4;4;4;0;0
332;GEOLOGIA;2018;1;224;210;29;0;9
333;HISTÓRIA;2018;1;890;726;118;29;65
908;HISTÓRIA DA ARTE;2018;1;183;157;34;1;4
1332;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA - LITORAL NORTE;2018;1;158;134;45;8;13
1489;JORNALISMO;2018;1;231;210;21;21;8
