Ano;ProcessoSeletivo;Curso;SiglaModalidadeVaga;ModalidadeVaga;Semestre;NrVagas
2020;Vestibular;Matemática - Bacharelado;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Matemática - Bacharelado;L3/L5;Egresso de Escola Pública;1;2
2020;Vestibular;Matemática - Bacharelado;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Matemática - Bacharelado;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;AC/A0;Ampla Concorrência;1;15
2020;Vestibular;Matemática - Licenciatura - Diurno;L1;Egresso de Escola Pública - Renda Inferior;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;L13;Egresso de Escola Pública - Pessoa com deficiência;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;L3/L5;Egresso de Escola Pública;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Matemática - Licenciatura - Diurno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Matemática - Licenciatura - Noturno;AC/A0;Ampla Concorrência;2;15
2020;Vestibular;Matemática - Licenciatura - Noturno;L1;Egresso de Escola Pública - Renda Inferior;2;2
2020;Vestibular;Matemática - Licenciatura - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Matemática - Licenciatura - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2020;Vestibular;Matemática - Licenciatura - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Matemática - Licenciatura - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;2
2020;Vestibular;Matemática - Licenciatura - Noturno;L3/L5;Egresso de Escola Pública;2;2
2020;Vestibular;Matemática - Licenciatura - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;2
2020;Vestibular;Matemática - Licenciatura - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Medicina;AC/A0;Ampla Concorrência;1;25
2020;Vestibular;Medicina;AC/A0;Ampla Concorrência;2;24
2020;Vestibular;Medicina;L1;Egresso de Escola Pública - Renda Inferior;1;3
2020;Vestibular;Medicina;L1;Egresso de Escola Pública - Renda Inferior;2;3
2020;Vestibular;Medicina;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Medicina;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;4
2020;Vestibular;Medicina;L13;Egresso de Escola Pública - Pessoa com deficiência;1;3
2020;Vestibular;Medicina;L13;Egresso de Escola Pública - Pessoa com deficiência;2;3
2020;Vestibular;Medicina;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Medicina;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;3
2020;Vestibular;Medicina;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;3
2020;Vestibular;Medicina;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;3
2020;Vestibular;Medicina;L3/L5;Egresso de Escola Pública;1;3
2020;Vestibular;Medicina;L3/L5;Egresso de Escola Pública;2;3
2020;Vestibular;Medicina;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;3
2020;Vestibular;Medicina;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;3
2020;Vestibular;Medicina;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;3
2020;Vestibular;Medicina;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;3
2020;Vestibular;Medicina Veterinária;AC/A0;Ampla Concorrência;1;17
2020;Vestibular;Medicina Veterinária;AC/A0;Ampla Concorrência;2;16
2020;Vestibular;Medicina Veterinária;L1;Egresso de Escola Pública - Renda Inferior;1;2
2020;Vestibular;Medicina Veterinária;L1;Egresso de Escola Pública - Renda Inferior;2;2
2020;Vestibular;Medicina Veterinária;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Medicina Veterinária;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Medicina Veterinária;L13;Egresso de Escola Pública - Pessoa com deficiência;1;2
2020;Vestibular;Medicina Veterinária;L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2020;Vestibular;Medicina Veterinária;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Medicina Veterinária;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;3
2020;Vestibular;Medicina Veterinária;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Medicina Veterinária;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;2
2020;Vestibular;Medicina Veterinária;L3/L5;Egresso de Escola Pública;1;2
2020;Vestibular;Medicina Veterinária;L3/L5;Egresso de Escola Pública;2;2
2020;Vestibular;Medicina Veterinária;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Medicina Veterinária;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;2
2020;Vestibular;Medicina Veterinária;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Medicina Veterinária;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Museologia;AC/A0;Ampla Concorrência;1;10
2020;Vestibular;Museologia;L1;Egresso de Escola Pública - Renda Inferior;1;1
2020;Vestibular;Museologia;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Museologia;L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2020;Vestibular;Museologia;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Museologia;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2020;Vestibular;Museologia;L3/L5;Egresso de Escola Pública;1;1
2020;Vestibular;Museologia;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2020;Vestibular;Museologia;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Música;AC/A0;Ampla Concorrência;1;32
2020;Vestibular;Música;L1;Egresso de Escola Pública - Renda Inferior;1;4
2020;Vestibular;Música;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;5
2020;Vestibular;Música;L13;Egresso de Escola Pública - Pessoa com deficiência;1;4
2020;Vestibular;Música;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;4
2020;Vestibular;Música;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;4
2020;Vestibular;Música;L3/L5;Egresso de Escola Pública;1;4
2020;Vestibular;Música;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;4
2020;Vestibular;Música;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;4
2020;Vestibular;Nutrição;AC/A0;Ampla Concorrência;1;11
2020;Vestibular;Nutrição;AC/A0;Ampla Concorrência;2;10
2020;Vestibular;Nutrição;L1;Egresso de Escola Pública - Renda Inferior;1;1
2020;Vestibular;Nutrição;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Nutrição;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Nutrição;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Nutrição;L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2020;Vestibular;Nutrição;L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2020;Vestibular;Nutrição;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2020;Vestibular;Nutrição;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Nutrição;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Nutrição;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Nutrição;L3/L5;Egresso de Escola Pública;1;1
2020;Vestibular;Nutrição;L3/L5;Egresso de Escola Pública;2;1
2020;Vestibular;Nutrição;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2020;Vestibular;Nutrição;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Nutrição;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2020;Vestibular;Nutrição;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Odontologia - Diurno;AC/A0;Ampla Concorrência;1;15
2020;Vestibular;Odontologia - Diurno;AC/A0;Ampla Concorrência;2;15
2020;Vestibular;Odontologia - Diurno;L1;Egresso de Escola Pública - Renda Inferior;1;2
2020;Vestibular;Odontologia - Diurno;L1;Egresso de Escola Pública - Renda Inferior;2;2
2020;Vestibular;Odontologia - Diurno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Odontologia - Diurno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Odontologia - Diurno;L13;Egresso de Escola Pública - Pessoa com deficiência;1;2
2020;Vestibular;Odontologia - Diurno;L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2020;Vestibular;Odontologia - Diurno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Odontologia - Diurno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Odontologia - Diurno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Odontologia - Diurno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;2
2020;Vestibular;Odontologia - Diurno;L3/L5;Egresso de Escola Pública;1;2
2020;Vestibular;Odontologia - Diurno;L3/L5;Egresso de Escola Pública;2;1
2020;Vestibular;Odontologia - Diurno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Odontologia - Diurno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;2
2020;Vestibular;Odontologia - Diurno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Odontologia - Diurno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Odontologia - Noturno;AC/A0;Ampla Concorrência;2;10
2020;Vestibular;Odontologia - Noturno;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Odontologia - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Odontologia - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2020;Vestibular;Odontologia - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Odontologia - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Odontologia - Noturno;L3/L5;Egresso de Escola Pública;2;1
2020;Vestibular;Odontologia - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Odontologia - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Pedagogia;AC/A0;Ampla Concorrência;1;21
2020;Vestibular;Pedagogia;AC/A0;Ampla Concorrência;2;21
2020;Vestibular;Pedagogia;L1;Egresso de Escola Pública - Renda Inferior;1;3
2020;Vestibular;Pedagogia;L1;Egresso de Escola Pública - Renda Inferior;2;2
2020;Vestibular;Pedagogia;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Pedagogia;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;3
2020;Vestibular;Pedagogia;L13;Egresso de Escola Pública - Pessoa com deficiência;1;2
2020;Vestibular;Pedagogia;L13;Egresso de Escola Pública - Pessoa com deficiência;2;3
2020;Vestibular;Pedagogia;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Pedagogia;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;3
2020;Vestibular;Pedagogia;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;3
2020;Vestibular;Pedagogia;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;2
2020;Vestibular;Pedagogia;L3/L5;Egresso de Escola Pública;1;2
2020;Vestibular;Pedagogia;L3/L5;Egresso de Escola Pública;2;3
2020;Vestibular;Pedagogia;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Pedagogia;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;3
2020;Vestibular;Pedagogia;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;3
2020;Vestibular;Pedagogia;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Políticas Públicas - Noturno;AC/A0;Ampla Concorrência;1;17
2020;Vestibular;Políticas Públicas - Noturno;L1;Egresso de Escola Pública - Renda Inferior;1;2
2020;Vestibular;Políticas Públicas - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Políticas Públicas - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;1;2
2020;Vestibular;Políticas Públicas - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Políticas Públicas - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Políticas Públicas - Noturno;L3/L5;Egresso de Escola Pública;1;2
2020;Vestibular;Políticas Públicas - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Políticas Públicas - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Psicologia - Diurno;AC/A0;Ampla Concorrência;1;14
2020;Vestibular;Psicologia - Diurno;L1;Egresso de Escola Pública - Renda Inferior;1;1
2020;Vestibular;Psicologia - Diurno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Psicologia - Diurno;L13;Egresso de Escola Pública - Pessoa com deficiência;1;2
2020;Vestibular;Psicologia - Diurno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Psicologia - Diurno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Psicologia - Diurno;L3/L5;Egresso de Escola Pública;1;1
2020;Vestibular;Psicologia - Diurno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Psicologia - Diurno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Psicologia - Noturno;AC/A0;Ampla Concorrência;2;10
2020;Vestibular;Psicologia - Noturno;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Psicologia - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Psicologia - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2020;Vestibular;Psicologia - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Psicologia - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Psicologia - Noturno;L3/L5;Egresso de Escola Pública;2;1
2020;Vestibular;Psicologia - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Psicologia - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Publicidade e Propaganda;AC/A0;Ampla Concorrência;1;9
2020;Vestibular;Publicidade e Propaganda;AC/A0;Ampla Concorrência;2;8
2020;Vestibular;Publicidade e Propaganda;L1;Egresso de Escola Pública - Renda Inferior;1;1
2020;Vestibular;Publicidade e Propaganda;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Publicidade e Propaganda;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Publicidade e Propaganda;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Publicidade e Propaganda;L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2020;Vestibular;Publicidade e Propaganda;L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2020;Vestibular;Publicidade e Propaganda;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2020;Vestibular;Publicidade e Propaganda;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Publicidade e Propaganda;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2020;Vestibular;Publicidade e Propaganda;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Publicidade e Propaganda;L3/L5;Egresso de Escola Pública;1;1
2020;Vestibular;Publicidade e Propaganda;L3/L5;Egresso de Escola Pública;2;1
2020;Vestibular;Publicidade e Propaganda;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2020;Vestibular;Publicidade e Propaganda;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Publicidade e Propaganda;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2020;Vestibular;Publicidade e Propaganda;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2020;Vestibular;Química;AC/A0;Ampla Concorrência;1;14
2020;Vestibular;Química;AC/A0;Ampla Concorrência;2;10
2020;Vestibular;Química;L1;Egresso de Escola Pública - Renda Inferior;1;2
2020;Vestibular;Química;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Química;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Química;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Química;L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2020;Vestibular;Química;L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2020;Vestibular;Química;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Química;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Química;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Química;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Química;L3/L5;Egresso de Escola Pública;1;1
2020;Vestibular;Química;L3/L5;Egresso de Escola Pública;2;2
2020;Vestibular;Química;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2020;Vestibular;Química;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;2
2020;Vestibular;Química;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;2
2020;Vestibular;Química;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2020;Vestibular;Química - Licenciatura - Noturno;AC/A0;Ampla Concorrência;2;7
2020;Vestibular;Química - Licenciatura - Noturno;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Química - Licenciatura - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Química - Licenciatura - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2020;Vestibular;Química - Licenciatura - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Química - Licenciatura - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Química - Licenciatura - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Química - Licenciatura - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2020;Vestibular;Química Industrial - Noturno;AC/A0;Ampla Concorrência;2;7
2020;Vestibular;Química Industrial - Noturno;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Química Industrial - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Química Industrial - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2020;Vestibular;Química Industrial - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Química Industrial - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Química Industrial - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Química Industrial - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2020;Vestibular;Relações Internacionais;AC/A0;Ampla Concorrência;1;21
2020;Vestibular;Relações Internacionais;L1;Egresso de Escola Pública - Renda Inferior;1;2
2020;Vestibular;Relações Internacionais;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Relações Internacionais;L13;Egresso de Escola Pública - Pessoa com deficiência;1;3
2020;Vestibular;Relações Internacionais;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;3
2020;Vestibular;Relações Internacionais;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;3
2020;Vestibular;Relações Internacionais;L3/L5;Egresso de Escola Pública;1;2
2020;Vestibular;Relações Internacionais;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;2
2020;Vestibular;Relações Internacionais;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;3
2020;Vestibular;Relações Públicas;AC/A0;Ampla Concorrência;1;9
2020;Vestibular;Relações Públicas;AC/A0;Ampla Concorrência;2;8
2020;Vestibular;Relações Públicas;L1;Egresso de Escola Pública - Renda Inferior;1;1
2020;Vestibular;Relações Públicas;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Relações Públicas;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Relações Públicas;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Relações Públicas;L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2020;Vestibular;Relações Públicas;L13;Egresso de Escola Pública - Pessoa com deficiência;2;1
2020;Vestibular;Relações Públicas;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2020;Vestibular;Relações Públicas;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Relações Públicas;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;1
2020;Vestibular;Relações Públicas;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Relações Públicas;L3/L5;Egresso de Escola Pública;1;1
2020;Vestibular;Relações Públicas;L3/L5;Egresso de Escola Pública;2;1
2020;Vestibular;Relações Públicas;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2020;Vestibular;Relações Públicas;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Relações Públicas;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2020;Vestibular;Relações Públicas;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;AC/A0;Ampla Concorrência;1;11
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;AC/A0;Ampla Concorrência;2;10
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L1;Egresso de Escola Pública - Renda Inferior;1;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L1;Egresso de Escola Pública - Renda Inferior;2;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;2;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;1;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L13;Egresso de Escola Pública - Pessoa com deficiência;2;2
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;1;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L14;Egresso de Escola Pública - Autodeclarado PPI - Pessoa com deficiência;2;2
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;1;2
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L2;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI;2;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L3/L5;Egresso de Escola Pública;1;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L3/L5;Egresso de Escola Pública;2;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;1;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L4/L6;Egresso de Escola Pública - Autodeclarado PPI;2;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;1;1
2020;Vestibular;Saúde Coletiva - Bacharelado - Noturno;L9;Egresso de Escola Pública - Renda Inferior - Pessoa com deficiência;2;2
2020;Vestibular;Serviço Social - Noturno;AC/A0;Ampla Concorrência;1;10
2020;Vestibular;Serviço Social - Noturno;L1;Egresso de Escola Pública - Renda Inferior;1;1
2020;Vestibular;Serviço Social - Noturno;L10;Egresso de Escola Pública - Renda Inferior - Autodeclarado PPI - Pessoa com deficiência;1;2
